mean,std,min,max,range,energy,length,record,event
10.672599162456347,1.475867182892357,5.64297488514123,16.410278664710624,10.767303779569394,10447430.114160229,90000,022a37,0273
10.528955482328087,1.4991559043876879,5.642976294722329,16.410278106351043,10.767301811628714,10179573.477705644,90000,022a37,0275
,,,,,,90000,022a37,0293
,,,,,,90000,022a37,0305
0.11112156627962863,0.15678177803476667,-1.2886564671872978,3.3800725420046773,4.668729009191975,3323.5675574562674,90000,022b4c,1253
0.12210606773940433,0.0643448949218114,-0.8088015565314126,0.7436463278613783,1.552447884392791,1714.5141553151059,90000,023acb,0056
0.12164207786614888,0.06134697131202011,-0.27247949904892255,1.2495940495092999,1.5220735485582224,1670.422139707684,90000,023acb,0144
0.12043098472989712,0.08510732385641963,-0.3654333676000156,1.288462631489747,1.6538959990897626,1957.2190791312782,90000,026e9e,0013
,,,,,,90000,026e9e,0082
75.11501180897108,2.5498409402608386,53.35546175117304,92.48132996311743,39.12586821194439,508389001.90942454,90000,026e9e,0093
0.1264361377958976,0.11861489267440727,-0.5449394976542735,0.6236919846565776,1.1686314823108512,2705.003073441392,90000,02898a,0042
0.12257070052903497,0.12087984967837878,-0.5636883121566643,0.6768972532211055,1.2405855653777698,2667.196321780124,90000,02898a,0066
,,,,,,90000,02898a,0076
0.1243548908766229,0.11462493101605631,-0.5499414517909871,0.6234481697843952,1.1733896215753823,2574.271232583521,90000,02898a,0093
0.12220409294688978,0.12214451113845447,-0.5962006282260468,0.7580202347956118,1.3542208630216586,2686.780974080169,90000,02898a,0102
19.89214880565596,8.993345770344346,6.178204148455332,43.71533235800396,37.537128209548634,42892006.70261973,90000,028d59,0505
,,,,,,90000,02a903,0010
0.002524064942059511,0.09174105214768379,-0.45835182607348096,0.5616634433178337,1.0200152693913147,758.0512397696193,90000,02af26,3585
0.11762600069420504,0.277978487868989,-1.116658899063139,1.956809836942654,3.0734687360057933,8199.712418151852,90000,02c517,0111
0.13235612662571564,0.23286135457929635,-1.4901294568707117,1.5375742362167617,3.0277036930874734,6456.8299240680535,90000,02c517,0118
0.13113270471124003,0.23260952087376852,-1.4901294568707117,1.5375742362167617,3.0277036930874734,6417.267790140848,90000,02c517,0119
0.10234020807152629,0.2279491172384652,-1.5718990349188633,1.261213861728862,2.8331128966477253,5619.088641412695,90000,02c517,0122
14.296868273010736,4.589221981348025,3.070054612402485,27.835789273338783,24.765734660936296,20291526.072891794,90000,02cf88,0051
17.083910108438637,4.89172065342244,6.138300125303109,32.660463882834634,26.522163757531523,28421002.398989838,90000,02cf88,0071
16.720375619442912,5.048383407503703,4.811541553794411,32.0683375009131,27.25679594711869,27455142.229597766,90000,02cf88,0082
18.922633377845766,2.8345452953087644,12.14458234819497,26.5903171984666,14.44573485027163,32949063.088516776,90000,02d43c,0267
18.566898956494217,2.479092015224338,12.407874166042285,24.93820425173806,12.530330085695775,31578807.067255355,90000,02d43c,0273
15.615035021880514,1.9907963805242739,9.374098309395183,20.83737813023761,11.463279820842427,22301333.006693717,90000,02d43c,0279
0.11721344967647715,0.11829838682039896,-1.3295842158567022,1.4836427761519242,2.8132269920086266,2496.0150998431905,90000,02fdb3,0031
0.10511105583253463,1.7553293894165305,-18.804120091703236,18.949840190095852,37.75396028179909,278300.66394668765,90000,03142b,0101
0.1155236112777056,1.8048096862147838,-17.67695975087244,19.04913015817526,36.7260899090477,294361.5337395614,90000,03142b,0128
0.11963689629658568,2.15487686824588,-17.677212873638585,19.049122226845178,36.726335100483766,419202.65738309856,90000,03142b,0132
14.248947975520107,2.73193018461608,7.276963839510114,21.503380006133785,14.226416166623672,18944636.484842554,90000,031b11,0021
13.628824676356713,2.4454292466980694,8.167449156927233,20.773125131375156,12.605675974447923,17255248.763352837,90000,032ead,0061
0.16464882456974067,0.034132655421820424,-0.09499953779317982,0.3610121836638618,0.4560117214570416,2544.684623850776,90000,033a48,0267
1.285096479670911,0.5514223086280486,-0.8452642271077184,3.9232254803178144,4.768489707425533,175998.55720637296,90000,0372d9,0144
0.9777046448148247,0.30764067807669054,-0.3720658221760484,2.727140302266739,3.0992061244427873,94549.42433699715,90000,0372d9,0313
0.9183183141452115,0.29186602312142373,-0.3718531400157912,2.4593640133106653,2.8312171533264565,83564.48713924969,90000,0372d9,0338
0.11073126297189839,0.06804264701932908,-0.17236788634659028,0.6807093319740327,0.853077218320623,1520.2092971473853,90000,038d15,0020
0.11280561389235606,0.0699566027344175,-0.2981297609632743,0.9257369160532432,1.2238666770165174,1585.7129512595184,90000,038d15,0110
0.11293374463112782,0.06529470330330066,-0.2581567693911059,0.8686820198917595,1.1268387892828655,1531.5686060287367,90000,038d15,0113
,,,,,,90000,0390bc,0664
-0.003925369323451513,0.05098027457538898,-0.6716683243927677,0.5183406351814347,1.1900089595742025,235.29572280967906,90000,03a42b,0236
13.37735912139733,4.223649889341634,7.276161793673795,37.23327591117228,29.957114117498485,17711365.99055111,90000,03abd6,0294
0.12211066312401492,0.094152246422911,-0.31498946472879663,0.8344588937894887,1.1494483585182853,2139.80935995605,90000,03f310,0061
0.12210829436221056,0.1501697209738286,-0.8195697887577221,1.5241830538213719,2.343752842579094,3371.524258446522,90000,03f310,10055
0.12318903693799034,0.1467925607034778,-0.8782890150428698,2.5275487134525765,3.405837728495446,3305.1235229634385,90000,03f310,10681
15.235305805726712,4.6762017467553,7.494059137990544,27.760120161550777,20.266061023560233,22858326.51933306,90000,03f310,3081
15.126674070352161,4.598952854862992,4.366072620571014,27.453989604470458,23.087916983899444,22496997.22127252,90000,03f310,3754
0.09371097236968662,0.08165252230332645,-1.1847455784478331,0.9656031760049686,2.1503487544528017,1390.3992666870652,90000,046499,0083
0.0916663730330112,0.0682314412215349,-0.739187370266291,0.7388565954860884,1.4780439657523794,1175.242816457544,90000,046499,0097
0.866601879222126,0.21917509127134868,-0.07452644957110639,2.074516819907875,2.149043269478981,71913.28839346117,90000,0483c4,0157
0.8041131284584523,0.28130674466302646,0.04125268729596585,1.523766805195137,1.4825141178991712,65315.82671569336,90000,0483c4,0518
,,,,,,90000,049c31,0487
13.489818602211013,2.6701715616199833,7.010488089236861,21.369734560550672,14.35924647131381,17019451.988013815,90000,04bba5,0050
0.11102192405692893,0.06173946656091138,-1.5162008223740022,0.44749267547533705,1.9636934978493392,1452.386641727555,90000,04ded3,0052
12.86702838658493,5.50749683264231,5.560755764781642,29.518988201591497,23.958232436809855,17630364.677647274,90000,051e75,0058
12.776836416146697,5.566821234935945,5.560759319831572,30.905494217771935,25.344734897940363,17481334.27200355,90000,051e75,0066
,,,,,,90000,0526c6,0029
0.11164505267910196,0.04831508621647032,-0.3326421679126149,0.5984648861992911,0.931107054111906,1331.906880944197,90000,054292,0126
0.1107786613893703,0.0668794287150584,-0.41001302463407024,0.5694555208008241,0.9794685454348944,1507.0292824026008,90000,054292,0165
0.10974851850356412,0.07042015287334856,-0.4284086287836834,0.5694649710424533,0.9978735998261368,1530.3361719989643,90000,054292,0167
17.899436046198662,5.398764544273475,9.4485574168245,48.84456480526139,39.39600738843689,31458282.24388144,90000,05d9b7,0604
17.900285743797134,5.4289787171862365,9.4485574168245,48.84456480526139,39.39600738843689,31490463.56591233,90000,05d9b7,0606
15.526060162632012,4.766290230972654,9.131389753796533,28.916534038741617,19.785144284945083,23739846.006558076,90000,05d9b7,0619
15.610649118217083,4.715939236419301,9.131394333847032,28.916541293999163,19.785146960152133,23933920.389632177,90000,05d9b7,0620
14.36865965759681,4.903347802876193,7.119170037541497,31.93420233539538,24.815032297853882,20745108.002863877,90000,05d9b7,0920
0.09150412288517411,0.10884280307583179,-1.659765024020512,1.2935689461592925,2.9533339701798047,1819.778425775041,90000,05db4c,0769
0.12417869292043361,0.0518512904184204,-0.034907140771388144,0.33925797265310553,0.37416511342449366,1629.801368413445,90000,05db4c,1159
0.1234266864506319,0.05997530080548638,-0.234996858803204,0.428457713042086,0.66345457184529,1694.8065271402056,90000,05db4c,1201
0.11990842535070484,0.056477924699574904,-1.0873728732900232,1.0570378145472594,2.144410687837283,1581.1007803610767,90000,05f8bc,0006
,,,,,,90000,060c2b,0887
,,,,,,90000,060c2b,0889
,,,,,,90000,060c2b,0903
,,,,,,90000,060c2b,0904
14.882364955619819,3.056620264590885,8.741606108896876,23.481921165372956,14.74031505647608,20774494.27027517,90000,0613e6,0041
13.886351076257705,3.170152050426917,6.262440789691796,29.179521340572002,22.917080550880208,18259254.92123186,90000,0613e6,0314
0.7695577991084845,0.24134255526147666,-0.1554144414964668,1.9843213511834665,2.139735792679933,58541.88916339504,90000,06273c,0030
17.396347968787122,4.666137500203804,7.20959943560428,41.25231485279413,34.04271541718985,29196518.563973885,90000,062b3a,0140
0.1215108779439504,0.06382090639672018,-0.24370587371612593,0.6051402787235796,0.8488461524397055,1695.420139680768,90000,063679,0049
0.1102047099652363,0.049931355395478,-0.15374912345428438,0.3000488671972303,0.45379799065151466,1317.439651513624,90000,063679,0090
,,,,,,90000,0663ad,0020
0.12123216588160704,0.04851440618563459,-0.23878067534607872,0.5001499501935323,0.738930625539611,1534.5797086701205,90000,0670d9,0402
15.966053535214394,3.893190799759822,8.871607817270974,25.316051679446495,16.444443862175522,24306462.008339994,90000,068d6d,1448
16.293487538708234,4.248299607308109,8.849406038415525,28.02499390722598,19.175587868810453,25517320.715474527,90000,068d6d,3104
0.12368603647097774,0.05617597613076463,-0.1499458694649651,0.32188984350447025,0.4718357129694354,1660.8578320929848,90000,069167,0073
13.91135019340919,3.565873117654471,6.972611294737663,22.77921969684099,15.806608402103326,18561700.376538903,90000,069d07,0051
13.726182978151732,4.092545977429149,7.506000229737201,26.30418529432118,18.79818506458398,18464132.855436645,90000,06a58e,0301
13.307616126412782,4.300821359490743,5.9347756724773655,29.2967222167145,23.361946544237135,17603074.020079203,90000,06ad79,0347
14.795184590628596,3.188324697513238,9.074216835066991,28.24864138874107,19.17442455367408,20615661.130279206,90000,06ad79,1666
12.632948649043662,2.6780202837411426,5.427994593890871,24.731312362386408,19.30331776849554,15008686.578855272,90000,06ad79,2226
11.57518199432133,4.283972232399711,-6.8201778389853445,31.187028480173876,38.00720631915922,13710353.06606692,90000,06b4b9,0233
10.920811609885435,5.465901387219979,-4.65146458510904,58.13017164823157,62.781636233340606,13422618.377407962,90000,06b4b9,0300
10.060457231142278,5.267875566750593,-5.994520262388631,58.130376260022764,64.12489652241139,11606698.141776973,90000,06b4b9,0306
,,,,,,90000,06b4b9,0357
12.169776220032976,3.5817472693249357,5.31499517908803,25.382354640947806,20.067359461859777,14483913.007229704,90000,06b4b9,0410
0.13557644251874168,0.20582561964349222,-19.615666425469094,2.6186913447877895,22.234357770256885,5467.0641720898675,90000,06c180,0032
0.12150293969864838,0.07957337504132697,-1.0366260516219412,1.1662271941689697,2.202853245790911,1898.5397733792954,90000,06c180,0277
0.12190121307916213,0.08226233488380177,-1.0334782410496095,1.1186581923654135,2.152136433415023,1946.4297741635435,90000,06c180,0433
0.12326632419728721,0.08349432327638394,-0.553288409376103,0.7738277857478019,1.3271161951239048,1994.9299830442824,90000,06c180,0521
,,,,,,90000,06c180,0706
14.322824997262584,3.446043668317868,8.482224407255032,22.421254429972926,13.939030022717894,19531667.957954723,90000,070207,0071
11.91775536516593,1.2613524280320734,9.172476715403661,16.215077146201445,7.042600430797783,12926151.260247935,90000,070207,0308
0.11394933831046034,0.17419045052779333,-6.243540000661461,19.07644316205955,25.319983162721012,3899.4088280820624,90000,0719c6,0033
0.11413235923880627,0.17384066844988438,-6.243540000661461,19.07644316205955,25.319983162721012,3892.2096089266697,90000,0719c6,0035
0.11417392570494383,0.17343466296999444,-6.243540000661461,19.07644316205955,25.319983162721012,3880.3740867354227,90000,0719c6,0036
,,,,,,90000,071dfb,0021
0.10313939332195995,0.21201901148302976,-6.285684855595967,1.4127452859139333,7.698430141509901,5003.081611655676,90000,071dfb,0064
0.10177690529741457,0.6210690039279038,-10.0787958188326,10.174940144492373,20.25373596332497,35647.67214827257,90000,071dfb,0078
0.0981185261106574,0.2738604503017299,-7.8493679421838145,2.330279715356069,10.179647657539883,7616.411226503464,90000,071dfb,0112
0.09861646297056727,1.0086477647130856,-10.157677044985313,10.368499097670627,20.52617614265594,92438.59680265763,90000,071dfb,0118
,,,,,,90000,0723d1,0479
,,,,,,90000,0723d1,0491
15.612813514460028,5.27146492818437,1.8442140541656844,42.1242496296382,40.28003557547252,24439345.949374516,90000,0723d1,0536
0.11337147752493346,0.04459983621252689,-0.06256857968530039,0.33851604510369643,0.4010846247889968,1335.8013575733644,90000,0768a2,0077
0.12421767136989058,0.08887377928009306,-0.5179529720178553,0.8694160568023377,1.387369028820193,2099.5720671676354,90000,076f06,0092
,,,,,,90000,0785e1,0367
0.12218527900569578,0.08316421240103775,-0.5549377840683871,0.6842087999576753,1.2391465840260625,1966.097576698618,90000,0785e1,1239
0.12754842721611145,0.06158364168981265,-5.772443141484908,2.2325814798322723,8.00502462131718,1805.503158817462,90000,07a74d,0047
0.12303703661491137,0.07730493802604638,-3.4475232646189893,2.473775659331951,5.921298923950941,1900.2749239970926,90000,07a74d,0084
0.1240423480012282,0.04232400518038577,0.024105745111993128,0.24118333102953687,0.21707758591754375,1546.004296095041,90000,07a74d,0182
14.25384983266723,2.88773578933384,5.390468542482671,22.074311548503953,16.683843006021284,19036012.773710445,90000,07a74d,0248
0.007131529630794572,0.1406585496059697,-1.1809661945359904,1.032730926231864,2.213697120767854,1785.2117662916944,90000,07acb4,1156
,,,,,,90000,07bb1e,0028
16.09410208528533,4.069909046322763,-1.1984296643023216,32.37757347249904,33.57600313680136,24802585.34192328,90000,07ec7d,3464
,,,,,,90000,07ed7b,0368
18.507435013428267,4.473013808733289,-3.49336897503008,40.81972983607512,44.3130988111052,32627970.29784504,90000,07fb77,0026
22.327912961533638,2.5498767143710124,14.658688770014772,33.27484326921133,18.61615449919656,45453381.16286822,90000,080880,0455
19.443234492319334,5.287994136255341,7.3512733421858885,43.758814912806756,36.407541570620864,36540202.45575484,90000,080880,2991
0.7862491608840465,0.2983397047294461,-0.6398788492383665,2.1281284282609434,2.7680072774993096,63647.48901680283,90000,08219a,0433
0.7872815451416338,0.29798403980493887,-0.6398788492383665,2.1281284282609434,2.7680072774993096,63774.6047369163,90000,08219a,0435
18.249383200380045,2.6261873541046916,2.99357829671779,35.441933371701566,32.44835507498377,30594316.24918556,90000,087557,0039
12.741674738452346,2.8341505702186067,0.9512947518151438,27.218566216421866,26.267271464606722,15334441.61356666,90000,087cbe,0179
15.605404993605159,4.549013001891575,6.67715741722843,52.553992421469786,45.87683500424136,23779996.587523386,90000,087cbe,0243
14.625654777475233,3.66520923576313,8.920637406795091,25.099124213653642,16.17848680685855,20460918.277062677,90000,087cbe,0483
,,,,,,90000,08bf28,0050
,,,,,,90000,08bf28,1642
1.789450532964547e-05,0.016843652862046154,-0.31907168710932504,0.21001310533036652,0.5290847924396915,25.53380657553928,90000,08cb09,0014
5.705510955871523,3.9428051335981014,-9.941851588464626,23.20751060494378,33.14936219340841,4328871.083018776,90000,08cb09,0022
5.498490876230866,1.3694030096921646,2.7739135226660134,8.823233522818644,6.04932000015263,2889779.9867053227,90000,08cb09,0029
5.211277861120844,1.2964321658414695,2.7642750237998013,8.142677004318134,5.378401980518333,2595433.797579298,90000,08cb09,0030
5.130170925360956,5.055828694418865,-61.74283564981771,81.38261902663196,143.12545467644966,4669205.175965525,90000,08cb09,0037
0.12592042294239417,0.17557495762290665,-0.6887491483806015,0.569498654227462,1.2582478026080635,4201.426679244921,90000,091c9c,0058
0.12039110837564597,0.16941744877954978,-0.7075101606182088,0.4531313886438947,1.1606415492621034,3887.6661834199126,90000,091c9c,0131
0.12052922724637437,0.17202658047546052,-0.7075006245562314,0.46206635550025155,1.169566980056483,3970.8395109619423,90000,091c9c,0137
0.11750783918774746,0.18416640928379854,-0.6951396693066353,0.5336288102218294,1.2287684795284646,4295.282272115501,90000,091c9c,0155
0.11846906424990354,0.18052035602966113,-0.6951396693066353,0.5336288102218294,1.2287684795284646,4196.0266312791055,90000,091c9c,0163
0.10924725656019348,0.24742623332129407,-5.173429565045223,9.529908036556893,14.703337601602115,6583.923360134297,90000,095e0f,0043
14.297380266993969,2.963127506887358,8.24549031443812,25.137191864507564,16.891701550069442,19187568.640899096,90000,097a2e,0246
,,,,,,90000,097d49,0008
,,,,,,90000,097d49,0010
,,,,,,90000,097d49,0023
0.11426775352978195,0.18246310789184847,-1.143504706337946,2.437409240253829,3.580913946591775,4171.49147144658,90000,097d49,0027
0.12671765055642967,0.08341735667135397,-0.5158239062562898,0.3034701359554186,0.8192940422117084,2071.4236520919576,90000,099dac,0547
0.12060735564914296,0.04242878342314845,-0.08574271083137192,0.44884391265919876,0.5345866234905707,1471.1702309502564,90000,09c653,1511
0.10967644333966002,0.04691870863873013,-0.1036276272452917,0.38017573297461826,0.48380336021991,1280.7258699567335,90000,09c653,2068
0.11289475773208091,0.37649439691586023,-5.359041905147161,5.932719991270817,11.291761896417977,13904.393150918031,90000,09d095,0010
0.12059103820632913,0.07921163717278627,-2.9666496706366945,2.0856010362003365,5.052250706837031,1873.5013763346124,90000,09d095,0018
0.11815117909031506,0.2170480622363977,-3.964023273306641,2.5949454971411225,6.5589687704477635,5496.260619690618,90000,09d095,0021
0.11267596360081904,0.49980085533366886,-5.676904523176059,3.9097571631045773,9.586661686280637,23624.709098907606,90000,09d095,0027
17.200865202776455,4.824813414684804,0.9129721035268096,36.42230902588805,35.509336922361236,28723372.938954752,90000,09fc30,0029
,,,,,,90000,09fc30,0858
0.12195953146349896,0.035613724250896844,-0.27788273338773095,0.356861110553235,0.634743843940966,1452.82182028336,90000,0a0749,0241
0.12133411455629543,0.12422282155322126,-1.4607221547142977,5.416576789732677,6.8772989444469745,2713.7949074823305,90000,0a3612,0202
,,,,,,90000,0a42ab,0016
15.479238324003797,4.461447962540158,6.541479689754074,26.575935082080576,20.034455392326503,23356020.331238538,90000,0a42ab,0033
16.141646246381942,4.415795736355005,6.88382399253563,27.41243457740548,20.528610584869853,25204679.597569257,90000,0a42ab,0061
15.150875731114583,4.4760779998040805,6.815906282766482,27.170030634034227,20.354124351267743,22462587.87120062,90000,0a42ab,0095
0.9406177600314921,0.30921369691788675,0.006813710692293906,2.376209097324558,2.369395386632264,88233.73927634598,90000,0a4417,0125
0.9265478632900793,0.2591764987718844,-0.1034559597765687,2.0131423172416456,2.1165982770182143,83309.70604347579,90000,0a4417,0142
-0.0042716537035763155,0.04091179687075492,-1.5749964464854376,1.7433299909123885,3.3183264373978263,152.28199337014706,90000,0a4bb4,0255
,,,,,,90000,0a4bb4,0259
-0.0037547051370847686,0.04089446936525729,-0.4899968661044056,1.1433342705206826,1.6333311366250882,151.7809891799176,90000,0a4bb4,0556
-0.003982450686122541,0.0778617827888777,-2.1133251800012123,1.1283248515860078,3.24165003158722,547.0485419276793,90000,0a4bb4,0560
0.12468527092326509,0.06207749913954515,-0.4035317825698741,0.5045074740336005,0.9080392566034746,1746.0029416165416,90000,0a7cd2,0046
0.12334461542315985,0.05335634657991092,-0.16426629027694467,0.35080709642028524,0.5150733866972299,1625.4714486818493,90000,0a7cd2,0071
,,,,,,90000,0a9735,0329
13.609104718071782,3.727097264419418,8.809575955632818,25.514159248962844,16.704583293330025,17918908.67212977,90000,0aa336,0234
11.848215281848754,3.276935841909403,6.861765448039274,23.72630554766264,16.864540099623365,13600666.248932235,90000,0aa336,1288
0.10961916843827028,0.054777336281204625,-0.11827558282209039,0.3496722611399831,0.4679478439620735,1351.5226793245847,90000,0ab80e,0017
,,,,,,90000,0af69b,0544
0.1263192508570513,0.05025718356723065,-0.1611910673849617,0.3411936153843059,0.5023846827692676,1663.410387347728,90000,0b2a48,0049
0.001014481876369136,0.06332348682803213,-0.46421285546596947,0.40016702236206636,0.8643798778280358,360.9803841783695,90000,0b7d59,0343
14.230196037031648,3.2434443934446686,7.389874032828584,28.19751168942357,20.807637656594988,19171656.970714696,90000,0bca48,0183
15.54517799921568,4.818608348905773,7.793329000442999,28.5374650640409,20.744136063597903,23838439.090269927,90000,0c0cad,1044
15.964117082962765,4.388458749255389,7.720793780589334,26.76784951845452,19.047055737865186,24670044.398921378,90000,0c0cad,1488
14.14057621826366,4.007684965738691,7.528458209086625,25.105998706240847,17.57754049715422,19441569.111221854,90000,0c0cad,2799
13.25625037527704,3.061903662088755,7.080791385479774,25.526757553828578,18.445966168348804,16659308.524315061,90000,0c17ec,0582
12.312549490968161,3.6163829706973107,7.443471319480525,24.451657433018188,17.00818611353766,14820939.068246085,90000,0c17ec,0903
19.371106800520923,5.139897837798086,-3.3323160809147088,48.396407249140594,51.7287233300553,36149249.56141704,90000,0c17ec,1381
15.795224698423393,4.585352380823889,0.6803502556365619,38.4072121845741,37.72686192893754,24346312.175701044,90000,0c17ec,1391
17.23898636340329,4.447087843528862,9.814267466361345,47.66361236144601,37.84934489508467,28526331.70131001,90000,0c17ec,1631
22.77643581085647,5.63863881990222,-2.8799522906424038,52.413655467979865,55.29360775862227,49550424.83886361,90000,0c1fdf,0036
0.10995248897336656,0.057362283084036424,-0.16187937516004713,1.7230646223654247,1.8849439975254718,1384.1983216846284,90000,0c3227,0034
0.11018363612863642,0.05686541291740481,-0.16187698661557565,1.7230610097444428,1.8849379963600184,1383.6697971115232,90000,0c3227,0035
0.11307658974299598,0.05985068547651124,-0.3691142994099219,0.3697106387874689,0.7388249381973908,1473.1577729922685,90000,0c3227,0037
0.11460580253689545,0.06848026953875151,-0.2939169194937432,0.9517339984245525,1.2456509179182957,1604.163356210334,90000,0c351a,0014
0.11494914352103293,0.06971038616639172,-0.2939169194937432,0.9517339984245525,1.2456509179182957,1626.5559182117836,90000,0c351a,0016
14.896098366909857,2.423988098112118,9.92083261014521,26.816868181829257,16.896035571684045,20499251.83707994,90000,0c61a7,3112
14.149425987027172,2.993693422289628,9.48453546536342,22.019801276023536,12.535265810660116,18825161.046211805,90000,0d21e6,12104
12.724084986407432,2.7763280908240686,8.181562080614329,19.693738293231696,11.512176212617367,15264930.276829606,90000,0d21e6,12337
11.975237178108449,2.490351226710677,7.399192456163078,19.414118033431404,12.014925577268325,13464733.923389718,90000,0d21e6,13917
,,,,,,90000,0d21e6,4339
,,,,,,90000,0d21e6,4345
0.12407200744658346,0.08051627148230582,-1.1694222243677124,1.2108428012138757,2.380265025581588,1968.9059704713698,90000,0d35eb,0015
0.12255472649732607,0.14333709340642292,-9.61510627088041,10.407877926230439,20.02298419711085,3200.866499973241,90000,0d35eb,0037
